basis_num,mse_final,mse_adam
100,4.801121349373716e-07,0.12175751477479935
250,4.5757578845950775e-06,0.040066223591566086
500,2.504716348994407e-06,0.010200006887316704
750,1.298816641792655e-06,0.0936802476644516
1000,5.4440070016426034e-06,0.1268659383058548
