basis_num,mse_final,mse_adam
100,2.447784519669464e-06,0.01421620324254036
250,2.9029527392291734e-06,0.01372513376797239
500,3.6947481779255518e-06,0.013879209524020553
750,3.2586512285585436e-06,0.02020366055270036
1000,1.2541813551555e-05,0.027544472832232714
