basis_num,mse_final,mse_adam
100,2.469743776600808e-06,0.0600266233086586
250,1.0669823495845776e-06,0.004749083425849676
500,9.987602425098885e-07,0.0002974268572870642
750,7.003973223618232e-07,6.860057328594849e-05
1000,1.927788616740145e-06,0.00011899142555193976
