basis_num,mse_final,mse_adam
100,3.3220089790120255e-06,0.003419900545850396
250,0.002693448681384325,0.002769767539575696
500,3.0784760838287184e-06,0.0015956838615238667
750,2.949614781755372e-06,0.004158745985478163
1000,2.281846263940679e-06,0.005550089757889509
