basis_num,mse_final,mse_adam
100,1.797544655346428e-07,0.08291574567556381
250,1.716460928946617e-06,0.01349316444247961
500,1.3420612958725542e-06,0.002502363407984376
750,1.5013175698186387e-06,0.0009100133320316672
1000,1.5043816574689117e-06,0.0010076736798509955
