basis_num,mse_final,mse_adam
100,4.3811002825577816e-08,0.000822897651232779
250,4.5589377606347625e-08,0.000242290276219137
500,1.0037412323526951e-07,7.975576590979472e-05
750,1.9067684320361877e-07,0.00015284209803212434
1000,1.3877273374873766e-07,0.00015578513557557017
