basis_num,shape_0.2,shape_0.4,shape_0.6000000000000001,shape_0.8,shape_1.0,shape_1.2,shape_1.4000000000000001,shape_1.6,shape_1.8,shape_2.0,shape_2.2,shape_2.4000000000000004
5000,0.018300135499102213,0.001220845151639682,1.5236415248251525e-05,2.3471842534519687e-08,3.890511997615119e-11,6.161388917762968e-13,1.1169529381285431e-13,6.922790402409931e-14,5.074310794484206e-14,5.589807444226126e-13,6.145822958801878e-13,4.674833579276603e-12
1000,0.018698197886642412,0.0014369694353878837,4.166202942065746e-05,2.0174478793515675e-06,1.3677987484924084e-06,4.204578058686145e-07,5.35594349213538e-07,2.2561238135870825e-06,3.2983202318833974e-06,7.600772325902096e-06,4.3607475192615525e-06,1.2526898935092827e-05
500,0.020974759970680726,0.0018813053305051291,0.0005206623795556585,0.0003565458698990669,0.00036853876682314135,0.00028129230692434357,0.00024205500770364181,0.000457736774799755,0.0004280582469504419,0.000390135643837333,0.000525315988415129,0.0006333750276528853
